中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,7 ms,440 Mbps,56422 kB/s
141.147.87.34,443,98.98.156.18,AE,Frankfurt,隧道,95 ms,123 Mbps,15769 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,55 ms,65 Mbps,8342 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,63 ms,82 Mbps,10547 kB/s
143.47.181.15,443,2a0b:21c0:100a:1f9:0:2ec6:674e:847f,DE,Frankfurt,隧道,91 ms,116 Mbps,14950 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,13 ms,105 Mbps,13516 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,96 ms,7 Mbps,973 kB/s
143.47.225.109,443,163.123.193.5,DE,Frankfurt,隧道,96 ms,195 Mbps,24985 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,117 ms,44 Mbps,5724 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,222 Mbps,28467 kB/s
192.9.142.3,443,2603:c024:c011:e604:a8fe:38d0:c3ee:a04b,US,San Jose,隧道,74 ms,269 Mbps,34508 kB/s
130.162.239.174,443,2a0b:21c0:100a:1b3:0:8b7:870c:b8f7,DE,Frankfurt,隧道,91 ms,115 Mbps,14745 kB/s
130.162.184.177,443,2a0b:21c0:1007:1ca:0:8351:d4e5:15ec,DE,Frankfurt,隧道,93 ms,136 Mbps,17408 kB/s
144.21.37.246,443,98.98.166.58,AE,Frankfurt,隧道,146 ms,196 Mbps,25190 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,90 ms,208 Mbps,26726 kB/s
158.101.221.99,443,163.123.193.9,DE,Frankfurt,隧道,90 ms,222 Mbps,28467 kB/s
150.230.23.19,443,2a0b:21c0:1007:c8:0:fa1f:a091:35f7,DE,Frankfurt,隧道,89 ms,212 Mbps,27136 kB/s
144.21.35.92,443,98.98.166.194,AE,Frankfurt,隧道,93 ms,148 Mbps,19046 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,129 ms,270 Mbps,34611 kB/s
130.61.68.153,443,2a0b:21c0:1007:1ca:0:81ae:9ca:4d44,DE,Frankfurt,隧道,91 ms,191 Mbps,24473 kB/s
138.2.182.200,443,2a0b:21c0:100a:1b7:0:6671:cf60:6932,DE,Frankfurt,隧道,95 ms,113 Mbps,14540 kB/s
138.2.183.160,443,2a0b:21c0:100a:1b6:0:7bfb:d514:f53,DE,Frankfurt,隧道,91 ms,120 Mbps,15360 kB/s
141.147.115.149,443,2a0b:21c0:1007:c7:0:8849:3d26:85c1,DE,Frankfurt,隧道,97 ms,165 Mbps,21196 kB/s
141.148.242.165,443,2a0b:21c0:1007:ca:0:8eb1:d85f:9dcd,DE,Frankfurt,隧道,91 ms,174 Mbps,22323 kB/s
141.147.84.57,443,2a0b:21c0:100a:1b4:0:6b0d:53ef:48f8,DE,Frankfurt,隧道,98 ms,121 Mbps,15564 kB/s
158.101.213.243,443,2606:f240:f00:2be4:0:1aac:290d:bc49,US,Frankfurt,隧道,132 ms,240 Mbps,30720 kB/s
129.159.130.38,443,129.159.130.38,IL,Tel Aviv,中转,130 ms,43 Mbps,5532 kB/s
150.230.120.240,443,2606:f240:f00:2be4:0:6ee:1fce:e4ad,US,Frankfurt,隧道,96 ms,207 Mbps,26521 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,91 ms,228 Mbps,29286 kB/s
144.22.252.124,443,144.22.252.124,BR,S
